File,Average Word Count,Lexical Diversity (TTR),Most Common Words
Curtis Institute of Music.csv,1,1.0,"[('nan', 1)]"
Dartmouth College.csv,225,0.49047619047619045,"[('dartmouth', 6), ('diversity', 6), ('community', 5), ('us', 4), ('values', 4), ('ruling', 4), ('admissions', 3), ('institution', 3), ('across', 3), ('want', 2), ('decision', 2), ('commitment', 2), ('diverse', 2), ('institutional', 2), ('society', 2), ('lead', 2), ('better', 2), ('differences', 2), ('opinion', 2), ('robust', 2), ('discussion', 2), ('begin', 2), ('conversation', 2), ('common', 2), ('foundational', 2), ('understanding', 2), ('lived', 2), ('experiences', 2), ('perspectives', 2), ('enriches', 2), ('discovery', 2), ('education—it', 2), ('makes', 2), ('stronger', 2), ('imperfect', 2), ('history', 2), ('comes', 2), ('embracing', 2), ('important', 2), ('state', 2), ('inspire', 2), ('actions', 2), ('today', 1), ('supreme', 1), ('court', 1), ('significantly', 1), ('limited', 1), ('colleges', 1), ('universities', 1), ('may', 1), ('consider', 1), ('race', 1), ('policies', 1), ('practices', 1), ('first', 1), ('absolutely', 1), ('clear', 1), ('way', 1), ('changes', 1), ('dartmouth’s', 1), ('fundamental', 1), ('building', 1), ('welcoming', 1), ('faculty', 1), ('students', 1), ('staff', 1), ('articulated', 1), ('including', 1), ('racial', 1)]"
Denison University.csv,0,0.0,[]
Duke University.csv,92,0.6685393258426966,"[('community', 3), ('duke', 3), ('decision', 2), ('work', 2), ('remain', 2), ('committed', 2), ('support', 2), ('let', 2), ('write', 1), ('update', 1), ('following', 1), ('today’s', 1), ('supreme', 1), ('court', 1), ('regarding', 1), ('raceconscious', 1), ('admissions', 1), ('plans', 1), ('harvard', 1), ('uncchapel', 1), ('hill', 1), ('duke’s', 1), ('position', 1), ('continues', 1), ('diversity', 1), ('absolutely', 1), ('vital', 1), ('educational', 1), ('mission—everyone', 1), ('benefits', 1), ('differing', 1), ('perspectives', 1), ('opinions', 1), ('life', 1), ('experiences', 1), ('steadfastly', 1), ('cultivating', 1), ('racially', 1), ('socially', 1), ('equitable', 1), ('fullest', 1), ('extent', 1), ('permitted', 1), ('law', 1), ('coming', 1), ('weeks', 1), ('review', 1), ('closely', 1), ('determine', 1), ('changes', 1), ('need', 1), ('made', 1), ('admission', 1), ('processes', 1), ('already', 1), ('planning', 1), ('many', 1), ('potential', 1), ('procedural', 1), ('implications', 1), ('process', 1), ('unfolds', 1), ('everything', 1), ('foster', 1), ('vibrant', 1), ('diverse', 1), ('academic', 1), ('always', 1), ('grateful', 1)]"
Emory University.csv,178,0.5495495495495496,"[('emory', 6), ('education', 6), ('diversity', 4), ('students', 4), ('community', 3), ('commitment', 3), ('universities', 3), ('university', 2), ('opportunity', 2), ('supreme', 2), ('court', 2), ('race', 2), ('factor', 2), ('admission', 2), ('colleges', 2), ('impact', 2), ('nation', 2), ('higher', 2), ('seen', 2), ('public', 2), ('emory’s', 2), ('process', 2), ('talents', 2), ('dear', 1), ('long', 1), ('enriched', 1), ('profound', 1), ('inclusion', 1), ('year', 1), ('welcome', 1), ('talented', 1), ('represent', 1), ('vast', 1), ('range', 1), ('backgrounds', 1), ('perspectives', 1), ('campuses', 1), ('central', 1), ('outstanding', 1), ('provide', 1), ('learn', 1), ('fellow', 1), ('reflect', 1), ('world', 1), ('shape', 1), ('future', 1), ('wrote', 1), ('last', 1), ('fall', 1), ('doesn’t', 1), ('merely', 1), ('enhance', 1), ('integral', 1), ('morning', 1), ('us', 1), ('ruled', 1), ('longer', 1), ('used', 1), ('explicit', 1), ('deeply', 1), ('concerned', 1), ('ruling', 1), ('across', 1), ('throughout', 1), ('career', 1), ('similar', 1), ('decisions', 1), ('firsthand', 1), ('watched', 1)]"
Franklin W. Olin College of Engineering.csv,304,0.5141242937853108,"[('olin', 9), ('students', 7), ('diverse', 4), ('diversity', 4), ('expected', 3), ('admissions', 3), ('decision', 3), ('student', 3), ('community', 3), ('year', 3), ('vision', 3), ('engineering', 3), ('office', 3), ('inclusion', 3), ('equity', 3), ('experience', 3), ('value', 3), ('states', 2), ('university', 2), ('education', 2), ('founding', 2), ('strategic', 2), ('plan', 2), ('principles', 2), ('teams', 2), ('also', 2), ('inclusive', 2), ('president', 2), ('admission', 2), ('financial', 2), ('aid', 2), ('oafa', 2), ('ahead', 2), ('admitted', 2), ('many', 2), ('first', 2), ('college', 2), ('color', 2), ('domestic', 2), ('american', 2), ('employees', 2), ('working', 2), ('dei', 2), ('current', 1), ('session', 1), ('united', 1), ('supreme', 1), ('court', 1), ('winds', 1), ('justices', 1), ('decide', 1), ('two', 1), ('cases', 1), ('challenging', 1), ('affirmative', 1), ('action', 1), ('policies', 1), ('north', 1), ('carolina', 1), ('harvard', 1), ('impending', 1), ('later', 1), ('spring', 1), ('farreaching', 1), ('consequences', 1), ('practices', 1), ('higher', 1), ('across', 1), ('country', 1)]"
Georgetown University.csv,372,0.45007235890014474,"[('court', 11), ('affirmative', 7), ('action', 7), ('admissions', 6), ('community', 6), ('decision', 5), ('supreme', 5), ('past', 5), ('today’s', 4), ('education', 4), ('students', 4), ('university', 4), ('diverse', 4), ('arguments', 3), ('v', 3), ('ruled', 3), ('best', 3), ('universities', 3), ('people', 3), ('georgetown', 3), ('work', 3), ('hope', 3), ('united', 2), ('states', 2), ('use', 2), ('higher', 2), ('two', 2), ('fair', 2), ('harvard', 2), ('raceconscious', 2), ('practices', 2), ('continue', 2), ('law', 2), ('committed', 2), ('efforts', 2), ('support', 2), ('ensure', 2), ('educational', 2), ('engaging', 2), ('colleges', 2), ('consistently', 2), ('found', 2), ('student', 2), ('diversity', 2), ('nation', 2), ('preparing', 2), ('young', 2), ('campus', 2), ('commitment', 2), ('nearly', 2), ('half', 2), ('century', 2), ('available', 2), ('societal', 2), ('future', 2), ('steps', 2), ('better', 2), ('histories', 2), ('academic', 2), ('legacies', 2), ('inclusive', 2), ('write', 1), ('following', 1), ('last', 1), ('october', 1), ('heard', 1), ('cases', 1), ('president', 1), ('fellows', 1)]"
Grinnell College.csv,277,0.5430327868852459,"[('decisions', 6), ('us', 4), ('college', 4), ('supreme', 3), ('court', 3), ('racial', 3), ('equity', 3), ('admission', 3), ('colleges', 3), ('justice', 3), ('decision', 3), ('race', 3), ('grinnell', 3), ('community', 3), ('forward', 3), ('true', 3), ('students', 2), ('sffa', 2), ('v', 2), ('work', 2), ('education', 2), ('across', 2), ('brown', 2), ('dissenting', 2), ('opinion', 2), ('required', 2), ('diversity', 2), ('undeterred', 2), ('today', 2), ('move', 2), ('court’s', 2), ('values', 2), ('academic', 2), ('excellence', 2), ('diverse', 2), ('liberal', 2), ('arts', 2), ('equality', 2), ('–', 2), ('released', 1), ('findings', 1), ('opinions', 1), ('cases', 1), ('fair', 1), ('admissions', 1), ('inc', 1), ('president', 1), ('fellows', 1), ('harvard', 1), ('university', 1), ('north', 1), ('carolina', 1), ('et', 1), ('al', 1), ('reverse', 1), ('fifty', 1), ('years', 1), ('toward', 1), ('change', 1), ('applications', 1), ('evaluated', 1), ('universities', 1), ('nation', 1), ('ketanji', 1), ('jackson', 1), ('named', 1), ('impact', 1), ('“if', 1), ('country', 1)]"
Hamilton College.csv,135,0.634453781512605,"[('diverse', 4), ('admission', 3), ('college', 3), ('benefits', 3), ('court', 2), ('colleges', 2), ('action', 2), ('hamilton', 2), ('inclusive', 2), ('community', 2), ('importance', 2), ('hill', 2), ('morning', 1), ('united', 1), ('states', 1), ('supreme', 1), ('ruled', 1), ('raceconscious', 1), ('programs', 1), ('harvard', 1), ('university', 1), ('north', 1), ('carolina', 1), ('unconstitutional', 1), ('reversing', 1), ('40', 1), ('years', 1), ('precedent', 1), ('forcing', 1), ('many', 1), ('universities', 1), ('across', 1), ('country', 1), ('revamp', 1), ('processes', 1), ('office', 1), ('long', 1), ('preparing', 1), ('outcome', 1), ('working', 1), ('outside', 1), ('counsel', 1), ('new', 1), ('york', 1), ('six', 1), ('partner', 1), ('institutions', 1), ('study', 1), ('decision', 1), ('determine', 1), ('best', 1), ('course', 1), ('everything', 1), ('within', 1), ('law', 1), ('ensure', 1), ('remains', 1), ('living', 1), ('learning', 1), ('issue', 1), ('utmost', 1), ('higher', 1), ('education', 1), ('society', 1), ('personally', 1), ('professionally', 1), ('last', 1), ('year', 1), ('joined', 1)]"
Harris-Stowe State University.csv,19,0.9354838709677419,"[('harrisstowe', 1), ('state', 1), ('university', 1), ('disappointed', 1), ('supreme', 1), ('courts', 1), ('decision', 1), ('end', 1), ('affirmative', 1), ('action', 1), ('college', 1), ('admissions', 1), ('reaffirm', 1), ('commitment', 1), ('providing', 1), ('strong', 1), ('inclusive', 1), ('educational', 1), ('environment', 1)]"
Harvard University.csv,238,0.57356608478803,"[('harvard', 10), ('community', 5), ('today', 4), ('admissions', 4), ('members', 3), ('court', 3), ('courts', 3), ('human', 3), ('world', 3), ('whose', 3), ('place', 3), ('decision', 2), ('students', 2), ('colleges', 2), ('system', 2), ('comply', 2), ('ruled', 2), ('life', 2), ('principle', 2), ('teaching', 2), ('learning', 2), ('research', 2), ('people', 2), ('many', 2), ('lived', 2), ('values', 2), ('leaders', 2), ('progress', 2), ('«', 2), ('essential', 2), ('must', 2), ('could', 2), ('always', 2), ('precedent', 2), ('dear', 1), ('supreme', 1), ('delivered', 1), ('fair', 1), ('v', 1), ('president', 1), ('fellows', 1), ('college', 1), ('held', 1), ('principles', 1), ('equal', 1), ('protection', 1), ('clause', 1), ('embodied', 1), ('title', 1), ('vi', 1), ('civil', 1), ('rights', 1), ('act', 1), ('also', 1), ('universities', 1), ('may', 1), ('consider', 1), ('decisions', 1), ('“an', 1), ('applicants', 1), ('discussion', 1), ('race', 1), ('affected', 1), ('discrimination', 1), ('inspiration', 1), ('otherwise”', 1), ('certainly', 1), ('write', 1), ('reaffirm', 1)]"
Harvey Mudd College.csv,384,0.44812680115273773,"[('students', 8), ('world', 6), ('harvey', 5), ('college', 5), ('impact', 5), ('decision', 4), ('admission', 4), ('mudd', 4), ('many', 4), ('stem', 4), ('also', 4), ('leaders', 4), ('society', 4), ('years', 4), ('diverse', 4), ('class', 4), ('today', 3), ('consider', 3), ('experiences', 3), ('perspectives', 3), ('challenges', 3), ('key', 3), ('student', 3), ('community', 3), ('diversity', 3), ('equity', 3), ('inclusion', 3), ('belonging', 3), ('last', 3), ('fields', 3), ('mission', 3), ('understand', 3), ('believe', 3), ('success', 3), ('female', 3), ('classes', 3), ('faculty', 3), ('supreme', 2), ('court’s', 2), ('office', 2), ('decisions', 2), ('commitment', 2), ('student’s', 2), ('identity', 2), ('along', 2), ('aspects', 2), ('college’s', 2), ('several', 2), ('improving', 2), ('seen', 2), ('campus', 2), ('sciences', 2), ('work', 2), ('committed', 2), ('working', 2), ('body', 2), ('50', 2), ('engineering', 2), ('hmc', 2), ('2026', 2), ('underrepresented', 2), ('members', 2), ('groups', 2), ('develop', 2), ('solutions', 2), ('facing', 2), ('life', 2), ('thinking', 2), ('prepare', 2)]"
Haverford College.csv,359,0.47401574803149604,"[('race', 7), ('–', 7), ('haverford', 7), ('admission', 5), ('court', 4), ('decisions', 4), ('admissions', 4), ('student', 4), ('colleges', 4), ('applicant’s', 4), ('rulings', 4), ('diversity', 4), ('education', 4), ('life', 4), ('many', 3), ('long', 3), ('universities', 3), ('justice', 3), ('consider', 3), ('approach', 3), ('individual', 3), ('ability', 3), ('us', 2), ('supreme', 2), ('cases', 2), ('consideration', 2), ('college', 2), ('programs', 2), ('including', 2), ('diverse', 2), ('campus', 2), ('among', 2), ('one', 2), ('possible', 2), ('processes', 2), ('raceconscious', 2), ('university', 2), ('court’s', 2), ('notes', 2), ('higher', 2), ('roberts', 2), ('said', 2), ('decision', 2), ('racial', 2), ('made', 2), ('clear', 2), ('community', 2), ('students', 2), ('access', 2), ('experiences', 2), ('haverfords', 2), ('also', 2), ('applicant', 2), ('discussion', 2), ('law', 2), ('confident', 2), ('continue', 2), ('mission', 2), ('ahead', 2), ('today', 1), ('handed', 1), ('pair', 1), ('muchawaited', 1), ('centering', 1), ('plaintiffs', 1), ('sought', 1), ('end', 1), ('affirmative', 1), ('action', 1)]"
Hillsdale College.csv,1,1.0,"[('nan', 1)]"
Johns Hopkins University.csv,264,0.5105042016806722,"[('students', 13), ('admissions', 5), ('decision', 4), ('country', 4), ('hopkins', 3), ('decisions', 3), ('university', 3), ('race', 3), ('courts', 3), ('student', 3), ('undergraduate', 3), ('johns', 2), ('community', 2), ('today', 2), ('supreme', 2), ('court', 2), ('cases', 2), ('fair', 2), ('v', 2), ('harvard', 2), ('college', 2), ('continue', 2), ('body', 2), ('diversity', 2), ('many', 2), ('todays', 2), ('significant', 2), ('know', 2), ('different', 2), ('barriers', 2), ('long', 2), ('diverse', 2), ('experience', 2), ('programs', 2), ('families', 2), ('underrepresented', 2), ('black', 2), ('made', 2), ('hispanic', 2), ('class', 2), ('make', 2), ('dear', 1), ('issued', 1), ('two', 1), ('longawaited', 1), ('president', 1), ('fellows', 1), ('north', 1), ('carolina', 1), ('found', 1), ('favor', 1), ('petitioners', 1), ('determined', 1), ('conscious', 1), ('policies', 1), ('unc', 1), ('violate', 1), ('federal', 1), ('law', 1), ('review', 1), ('opinions', 1), ('clear', 1), ('severely', 1), ('curtails', 1), ('consideration', 1), ('factor', 1), ('purpose', 1), ('seeking', 1), ('us', 1)]"
Johnson C. Smith University.csv,194,0.5986842105263158,"[('education', 8), ('students', 5), ('supreme', 4), ('higher', 4), ('university', 3), ('race', 3), ('black', 3), ('universities', 3), ('court', 3), ('jcsu', 3), ('seeking', 3), ('johnson', 2), ('c', 2), ('smith', 2), ('committed', 2), ('providing', 2), ('us', 2), ('decision', 2), ('institutions', 2), ('admissions', 2), ('access', 2), ('private', 2), ('decisions', 2), ('one', 2), ('nation’s', 2), ('college', 2), ('academic', 2), ('founded', 1), ('1867', 1), ('men', 1), ('recently', 1), ('freed', 1), ('enslavement', 1), ('long', 1), ('highquality', 1), ('diverse', 1), ('racial', 1), ('ethnic', 1), ('socioeconomic', 1), ('geographic', 1), ('backgrounds', 1), ('concerned', 1), ('court’s', 1), ('cannot', 1), ('use', 1), ('factor', 1), ('may', 1), ('limit', 1), ('brown', 1), ('particularly', 1), ('elite', 1), ('flagship', 1), ('statesupported', 1), ('“today’s', 1), ('rolls', 1), ('back', 1), ('decades', 1), ('thoughtful', 1), ('consideration', 1), ('admission', 1), ('education”', 1), ('said', 1), ('president', 1), ('clarence', 1), ('armbrister', 1), ('“it', 1), ('sad', 1), ('day', 1), ('diversity', 1)]"
Juilliard School.csv,1,1.0,"[('nan', 1)]"
Macalester College.csv,67,0.6532258064516129,"[('diverse', 3), ('college', 2), ('student', 2), ('body', 2), ('students', 2), ('education', 2), ('macalester', 2), ('supreme', 1), ('court’s', 1), ('decision', 1), ('restrict', 1), ('consideration', 1), ('race', 1), ('ethnicity', 1), ('admissions', 1), ('surprising', 1), ('disappointing', 1), ('creates', 1), ('rich', 1), ('learning', 1), ('environment', 1), ('prepares', 1), ('success', 1), ('workforce', 1), ('critical', 1), ('innovative', 1), ('economy', 1), ('healthy', 1), ('democracy', 1), ('addition', 1), ('degree', 1), ('singlemost', 1), ('powerful', 1), ('driver', 1), ('economic', 1), ('mobility', 1), ('lowerincome', 1), ('disproportionately', 1), ('members', 1), ('groups', 1), ('underrepresented', 1), ('higher', 1), ('assembling', 1), ('remain', 1), ('top', 1), ('priority', 1), ('though', 1), ('concerned', 1), ('effects', 1), ('today’s', 1), ('ruling', 1), ('prepared', 1), ('everything', 1), ('possible', 1), ('ensure', 1), ('opportunity', 1), ('remains', 1), ('accessible', 1), ('everyone', 1)]"
Massachusetts Institute of Technology.csv,286,0.5103189493433395,"[('mit', 10), ('community', 7), ('admissions', 5), ('student', 5), ('may', 4), ('court', 4), ('diverse', 4), ('new', 4), ('every', 3), ('students', 3), ('law', 3), ('excellence', 3), ('supreme', 2), ('soon', 2), ('education', 2), ('advance', 2), ('experiences', 2), ('range', 2), ('never', 2), ('–', 2), ('time', 2), ('hundreds', 2), ('services', 2), ('stu', 2), ('member', 2), ('class', 2), ('talent', 2), ('diversity', 2), ('classes', 2), ('future', 2), ('rules', 2), ('expect', 2), ('ruling', 2), ('programs', 2), ('world', 2), ('questions', 2), ('provide', 2), ('offices', 2), ('general', 2), ('counsel’s', 2), ('please', 2), ('dear', 1), ('members', 1), ('aware', 1), ('us', 1), ('expected', 1), ('rule', 1), ('two', 1), ('cases', 1), ('testing', 1), ('legality', 1), ('raceconscious', 1), ('higher', 1), ('write', 1), ('prompted', 1), ('powerful', 1), ('recent', 1), ('faculty', 1), ('lightning', 1), ('talks', 1), ('performances', 1), ('events', 1), ('around', 1), ('inauguration', 1), ('took', 1), ('breath', 1), ('away', 1), ('showcase', 1), ('institute’s', 1)]"
Middlebury College.csv,181,0.5753846153846154,"[('admissions', 4), ('mission', 4), ('supreme', 3), ('higher', 3), ('education', 3), ('inclusive', 3), ('decision', 3), ('many', 3), ('college', 3), ('cases', 3), ('work', 3), ('court', 2), ('race', 2), ('universities', 2), ('including', 2), ('middlebury', 2), ('opinion', 2), ('institutions', 2), ('briefs', 2), ('students', 2), ('admission', 2), ('steps', 2), ('several', 2), ('us', 1), ('rejected', 1), ('use', 1), ('“plus”', 1), ('factor', 1), ('practice', 1), ('sometimes', 1), ('called', 1), ('affirmative', 1), ('action', 1), ('ending', 1), ('era', 1), ('know', 1), ('necessitates', 1), ('changes', 1), ('colleges', 1), ('majority', 1), ('concludes', 1), ('saying', 1), ('“nothing', 1), ('construed', 1), ('prohibiting', 1), ('considering', 1), ('applicant’s', 1), ('discussion', 1), ('affected', 1), ('life', 1), ('discrimination', 1), ('inspiration', 1), ('otherwise”', 1), ('litigation', 1), ('included', 1), ('voices', 1), ('organizations', 1), ('filed', 1), ('amicus', 1), ('justices’', 1), ('decisions', 1), ('reflect', 1), ('thoughtful', 1), ('consideration', 1), ('detailed', 1), ('impact', 1), ('practices', 1), ('seeking', 1), ('abide', 1)]"
New York University.csv,109,0.5963302752293578,"[('community', 4), ('nyu', 3), ('however', 3), ('may', 3), ('admissions', 2), ('university', 2), ('ruling', 2), ('diversity', 2), ('decision', 2), ('continue', 2), ('remain', 2), ('supreme', 1), ('court', 1), ('issued', 1), ('opinion', 1), ('cases', 1), ('involving', 1), ('harvard', 1), ('north', 1), ('carolina', 1), ('banning', 1), ('consideration', 1), ('race', 1), ('decisionmaking', 1), ('it’s', 1), ('difficult', 1), ('day', 1), ('core', 1), ('part', 1), ('identity', 1), ('like', 1), ('many', 1), ('see', 1), ('step', 1), ('backwards', 1), ('nation’s', 1), ('struggle', 1), ('live', 1), ('promise', 1), ('opportunity', 1), ('equality', 1), ('universities’', 1), ('efforts', 1), ('achieve', 1), ('full', 1), ('set', 1), ('educational', 1), ('benefits', 1), ('flow', 1), ('founded', 1), ('belief', 1), ('education', 1), ('open', 1), ('accessible–principles', 1), ('faithful', 1), ('change', 1), ('laws', 1), ('must', 1), ('comply', 1), ('forsake', 1), ('commitment', 1), ('building', 1), ('sustaining', 1), ('scholarly', 1), ('diverse', 1), ('inclusive', 1), ('rightly', 1), ('belong', 1), ('discouraged', 1)]"
Northeastern University.csv,156,0.5641891891891891,"[('northeastern', 5), ('community', 4), ('members', 3), ('us', 2), ('decisions', 2), ('college', 2), ('legal', 2), ('core', 2), ('every', 2), ('learning', 2), ('diverse', 2), ('values', 2), ('life', 2), ('global', 2), ('university', 2), ('learn', 2), ('students', 2), ('powerful', 2), ('morning', 1), ('supreme', 1), ('court', 1), ('released', 1), ('two', 1), ('cases', 1), ('dramatically', 1), ('alter', 1), ('use', 1), ('race', 1), ('factor', 1), ('admissions', 1), ('enrollment', 1), ('experts', 1), ('review', 1), ('many', 1), ('pages', 1), ('make', 1), ('landmark', 1), ('would', 1), ('like', 1), ('reaffirm', 1), ('university’s', 1), ('values—principles', 1), ('endure', 1), ('guide', 1), ('irrespective', 1), ('court’s', 1), ('rulings', 1), ('let', 1), ('clear', 1), ('people', 1), ('possible', 1), ('background', 1), ('orientation', 1), ('ideology', 1), ('welcome', 1), ('embrace', 1), ('diversity', 1), ('forms', 1), ('makes', 1), ('stronger', 1), ('institution', 1), ('teaching', 1), ('remain', 1), ('steadfast', 1), ('commitment', 1), ('building', 1), ('globally', 1), ('community—and', 1), ('continue', 1)]"
Northwestern University.csv,176,0.5572289156626506,"[('ruling', 5), ('—', 5), ('northwestern', 4), ('university', 4), ('us', 3), ('supreme', 3), ('court’s', 3), ('decision', 3), ('one', 3), ('diversity', 3), ('students', 3), ('community', 2), ('impact', 2), ('group', 2), ('commitment', 2), ('diverse', 2), ('class', 2), ('dear', 1), ('members', 1), ('earlier', 1), ('today', 1), ('court', 1), ('issued', 1), ('struck', 1), ('raceconscious', 1), ('admissions', 1), ('programs', 1), ('harvard', 1), ('north', 1), ('carolina', 1), ('move', 1), ('institutions', 1), ('higher', 1), ('education', 1), ('deeply', 1), ('disappointed', 1), ('course', 1), ('abide', 1), ('strongly', 1), ('disagree', 1), ('interpretation', 1), ('constitution', 1), ('reflected', 1), ('majority', 1), ('opinion', 1), ('make', 1), ('difficult', 1), ('achieve', 1), ('imperatives', 1), ('promotion', 1), ('inclusion', 1), ('belonging', 1), ('campuses', 1), ('months', 1), ('working', 1), ('leaders', 1), ('convened', 1), ('provost', 1), ('kathleen', 1), ('hagerty', 1), ('examining', 1), ('northwestern’s', 1), ('current', 1), ('practices', 1), ('might', 1), ('adapt', 1), ('potential', 1), ('disruptions', 1), ('caused', 1)]"
Pitzer College.csv,312,0.5220729366602687,"[('pitzer', 9), ('admissions', 6), ('admission', 6), ('affirmative', 5), ('action', 5), ('college', 5), ('rulings', 5), ('legal', 5), ('education', 5), ('mission', 5), ('us', 3), ('court', 3), ('higher', 3), ('race', 3), ('like', 3), ('continue', 3), ('supreme', 2), ('community', 2), ('two', 2), ('cases', 2), ('precedent', 2), ('use', 2), ('practices', 2), ('harvard', 2), ('ability', 2), ('schools', 2), ('advance', 2), ('context', 2), ('new', 2), ('diverse', 2), ('body', 2), ('students', 2), ('become', 2), ('world', 2), ('core', 2), ('values', 2), ('shared', 2), ('diversity', 2), ('important', 2), ('perspectives', 2), ('questions', 2), ('available', 2), ('financial', 2), ('aid', 2), ('president', 2), ('ruling', 1), ('dear', 1), ('ruled', 1), ('today', 1), ('controversial', 1), ('involving', 1), ('reversed', 1), ('40', 1), ('years', 1), ('integral', 1), ('diversifying', 1), ('demographic', 1), ('landscape', 1), ('importantly', 1), ('involve', 1), ('universities', 1), ('private', 1), ('public', 1), ('university', 1), ('north', 1), ('carolina', 1), ('sectors', 1), ('court’s', 1), ('decisions', 1)]"
Pomona College.csv,315,0.507563025210084,"[('pomona', 5), ('college', 5), ('students', 5), ('racism', 4), ('affirmative', 4), ('action', 4), ('continue', 4), ('world', 4), ('struggle', 3), ('opportunity', 3), ('values', 3), ('diversity', 3), ('best', 3), ('dear', 2), ('community', 2), ('us', 2), ('court', 2), ('ruling', 2), ('decision', 2), ('country', 2), ('colleges', 2), ('committed', 2), ('inclusion', 2), ('families', 2), ('seek', 2), ('backgrounds', 2), ('student', 2), ('democratic', 2), ('long', 2), ('ideals', 2), ('view', 2), ('campus', 2), ('time', 2), ('see', 2), ('many', 2), ('increases', 2), ('work', 2), ('empathy', 2), ('said', 2), ('test', 2), ('justice', 2), ('payton', 2), ('look', 2), ('quest', 2), ('forward', 2), ('means', 2), ('takes', 2), ('side', 2), ('supreme', 1), ('today', 1), ('reversed', 1), ('decades', 1), ('precedent', 1), ('ends', 1), ('raceconscious', 1), ('university', 1), ('admissions', 1), ('overturns', 1), ('several', 1), ('generations', 1), ('policy', 1), ('lifetimes', 1), ('effort', 1), ('aimed', 1), ('supporting', 1), ('ongoing', 1), ('increasing', 1), ('end', 1), ('promote', 1)]"
Princeton University.csv,166,0.584717607973422,"[('every', 4), ('decision', 4), ('princeton', 3), ('today', 3), ('society', 3), ('today’s', 3), ('diversity', 3), ('community', 2), ('supreme', 2), ('court', 2), ('law', 2), ('colleges', 2), ('universities', 2), ('race', 2), ('must', 2), ('discretion', 2), ('attract', 2), ('talent', 2), ('exists', 2), ('sector', 2), ('work', 2), ('—', 2), ('university', 2), ('dear', 1), ('united', 1), ('states', 1), ('backed', 1), ('away', 1), ('fifty', 1), ('years', 1), ('established', 1), ('case', 1), ('allowing', 1), ('take', 1), ('account', 1), ('one', 1), ('factor', 1), ('among', 1), ('many', 1), ('holistic', 1), ('admission', 1), ('process', 1), ('precedents', 1), ('wisely', 1), ('recognized', 1), ('determine', 1), ('best', 1), ('find', 1), ('narrows', 1), ('significantly', 1), ('morning’s', 1), ('opinion', 1), ('unwelcome', 1), ('disappointing', 1), ('unexpected', 1), ('preparing', 1), ('possibility', 1), ('assistance', 1), ('advice', 1), ('legal', 1), ('counsel', 1), ('make', 1), ('difficult', 1), ('vigorously', 1), ('preserve', 1), ('indeed', 1), ('grow', 1), ('fully', 1), ('respecting', 1)]"
Rhode Island School of Design.csv,1,1.0,"[('nan', 1)]"
Rice University.csv,192,0.6111111111111112,"[('rice', 4), ('community', 4), ('—', 4), ('race', 3), ('excellence', 3), ('diverse', 3), ('diversity', 3), ('universities', 2), ('one', 2), ('law', 2), ('life', 2), ('experiences', 2), ('students', 2), ('backgrounds', 2), ('together', 2), ('deep', 2), ('commitment', 2), ('everything', 2), ('dear', 1), ('like', 1), ('many', 1), ('colleges', 1), ('closely', 1), ('followed', 1), ('affirmative', 1), ('action', 1), ('cases', 1), ('supreme', 1), ('court', 1), ('begun', 1), ('prepare', 1), ('various', 1), ('outcomes', 1), ('greatly', 1), ('disappointed', 1), ('american', 1), ('longer', 1), ('allowed', 1), ('consider', 1), ('applicant’s', 1), ('countless', 1), ('important', 1), ('factors', 1), ('admissions', 1), ('application', 1), ('justice', 1), ('observed', 1), ('today', 1), ('deeming', 1), ('irrelevant', 1), ('make', 1), ('reason', 1), ('resolute', 1), ('ever', 1), ('every', 1), ('day', 1), ('pursue', 1), ('celebrate', 1), ('richly', 1), ('student', 1), ('body', 1), ('filled', 1), ('manifold', 1), ('brings', 1), ('scholars', 1), ('campus', 1), ('heart', 1), ('united', 1), ('states’', 1)]"
Scripps College.csv,36,0.7681159420289855,"[('college', 2), ('continue', 2), ('scripps', 1), ('disappointed', 1), ('supreme', 1), ('court’s', 1), ('ruling', 1), ('always', 1), ('holistic', 1), ('application', 1), ('review', 1), ('process', 1), ('consistent', 1), ('law', 1), ('diversity', 1), ('access', 1), ('inclusion', 1), ('top', 1), ('priorities', 1), ('principles', 1), ('essential', 1), ('commitment', 1), ('provide', 1), ('rigorous', 1), ('liberal', 1), ('arts', 1), ('education', 1), ('prepares', 1), ('students', 1), ('contribute', 1), ('creating', 1), ('equitable', 1), ('humane', 1), ('society', 1)]"
